system,node_name,release,version,machine,processor,physical_cores,total_cores,total_memory,available_memory,start_time,index,pipeline_name,input_mem2graph_dataset_dir_path,node_embedding,node2vec_dimensions,node2vec_walk_length,node2vec_num_walks,node2vec_p,node2vec_q,node2vec_window,node2vec_batch_words,node2vec_workers,first_gcn_training_epochs,nb_input_graphs,nb_node_features,imbalance_ratio,precision_class_0,recall_class_0,f1_score_class_0,support_class_0,precision_class_1,recall_class_1,f1_score_class_1,support_class_1,true_positives,true_negatives,false_positives,false_negatives,AUC,end_time,duration
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37215739904,2023_10_22_09_43_12_858396,3631,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_13_273747,0.415351 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37273845760,2023_10_22_09_43_13_477751,3635,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_13_854099,0.376348 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37286252544,2023_10_22_09_43_14_279437,3639,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.83333333333334,0.9934569247546347,1.0,0.9967177242888402,911.0,0.0,0.0,0.0,6.0,0,911,0,6,0.5,2023_10_22_09_43_14_741838,0.462401 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37254434816,2023_10_22_09_43_14_811275,3643,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_15_189679,0.378404 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37374255104,2023_10_22_09_43_15_519296,3647,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.0,0.993421052631579,1.0,0.9966996699669968,906.0,0.0,0.0,0.0,6.0,0,906,0,6,0.5,2023_10_22_09_43_15_864715,0.345419 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37306134528,2023_10_22_09_43_16_214640,3651,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.0,0.993421052631579,1.0,0.9966996699669968,906.0,0.0,0.0,0.0,6.0,0,906,0,6,0.5,2023_10_22_09_43_16_598570,0.38393 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37230419968,2023_10_22_09_43_16_725363,3655,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.0,0.993421052631579,1.0,0.9966996699669968,906.0,0.0,0.0,0.0,6.0,0,906,0,6,0.5,2023_10_22_09_43_17_090275,0.364912 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37312413696,2023_10_22_09_43_17_354967,3659,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.0,0.993421052631579,1.0,0.9966996699669968,906.0,0.0,0.0,0.0,6.0,0,906,0,6,0.5,2023_10_22_09_43_17_708090,0.353123 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37314461696,2023_10_22_09_43_18_069955,3663,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_18_457850,0.387895 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37301649408,2023_10_22_09_43_18_570023,3667,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.83333333333334,0.9934569247546347,1.0,0.9967177242888402,911.0,0.0,0.0,0.0,6.0,0,911,0,6,0.5,2023_10_22_09_43_19_049496,0.479473 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37283143680,2023_10_22_09_43_19_193237,3671,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.0,0.993421052631579,1.0,0.9966996699669968,906.0,0.0,0.0,0.0,6.0,0,906,0,6,0.5,2023_10_22_09_43_19_553957,0.36072 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37329076224,2023_10_22_09_43_19_939068,3675,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.0,0.993421052631579,1.0,0.9966996699669968,906.0,0.0,0.0,0.0,6.0,0,906,0,6,0.5,2023_10_22_09_43_20_312359,0.373291 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37340127232,2023_10_22_09_43_20_483590,3679,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.0,0.993421052631579,1.0,0.9966996699669968,906.0,0.0,0.0,0.0,6.0,0,906,0,6,0.5,2023_10_22_09_43_20_845122,0.361532 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37337427968,2023_10_22_09_43_21_052411,3683,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.83333333333334,0.0,0.0,0.0,911.0,0.006543075245365322,1.0,0.013001083423618635,6.0,6,0,911,0,0.5,2023_10_22_09_43_21_387262,0.334851 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37374021632,2023_10_22_09_43_21_767565,3687,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_22_282303,0.514738 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37351555072,2023_10_22_09_43_22_299266,3691,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.83333333333334,0.9934569247546347,1.0,0.9967177242888402,911.0,0.0,0.0,0.0,6.0,0,911,0,6,0.5,2023_10_22_09_43_22_681682,0.382416 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37396889600,2023_10_22_09_43_22_946923,3695,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_23_280624,0.333701 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,36805378048,2023_10_22_09_43_23_677659,3699,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_24_043363,0.365704 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37371797504,2023_10_22_09_43_24_365002,3703,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_24_725246,0.360244 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37240557568,2023_10_22_09_43_24_821485,3707,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.83333333333334,0.9934569247546347,1.0,0.9967177242888402,911.0,0.0,0.0,0.0,6.0,0,911,0,6,0.5,2023_10_22_09_43_25_167262,0.345777 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37398749184,2023_10_22_09_43_25_686022,3711,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.0,0.993421052631579,1.0,0.9966996699669968,906.0,0.0,0.0,0.0,6.0,0,906,0,6,0.5,2023_10_22_09_43_26_141688,0.455666 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37371305984,2023_10_22_09_43_26_156188,3715,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_26_549333,0.393145 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37330513920,2023_10_22_09_43_26_714990,3719,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.0,0.993421052631579,1.0,0.9966996699669968,906.0,0.0,0.0,0.0,6.0,0,906,0,6,0.5,2023_10_22_09_43_27_054332,0.339342 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37386113024,2023_10_22_09_43_27_403983,3723,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_27_863233,0.45925 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37376135168,2023_10_22_09_43_28_088502,3727,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.0,0.993421052631579,1.0,0.9966996699669968,906.0,0.0,0.0,0.0,6.0,0,906,0,6,0.5,2023_10_22_09_43_28_453066,0.364564 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37338431488,2023_10_22_09_43_28_610800,3731,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.0,0.993421052631579,1.0,0.9966996699669968,906.0,0.0,0.0,0.0,6.0,0,906,0,6,0.5,2023_10_22_09_43_28_956254,0.345454 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37379055616,2023_10_22_09_43_29_359086,3735,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_29_759776,0.40069 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37316558848,2023_10_22_09_43_30_004578,3739,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.0,0.993421052631579,1.0,0.9966996699669968,906.0,0.0,0.0,0.0,6.0,0,906,0,6,0.5,2023_10_22_09_43_30_369561,0.364983 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37326438400,2023_10_22_09_43_30_467770,3743,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/6_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_none,chunk,None,None,None,None,None,None,None,None,20,3,39,151.83333333333334,0.9934569247546347,1.0,0.9967177242888402,911.0,0.0,0.0,0.0,6.0,0,911,0,6,0.5,2023_10_22_09_43_30_840575,0.372805 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37389520896,2023_10_22_09_43_31_400334,3747,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_31_800709,0.400375 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37390503936,2023_10_22_09_43_31_851094,3751,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,170.0,0.9941520467836257,1.0,0.9970674486803519,1020.0,0.0,0.0,0.0,6.0,0,1020,0,6,0.5,2023_10_22_09_43_32_283975,0.432881 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37340278784,2023_10_22_09_43_32_455217,3755,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_32_852548,0.397331 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37400309760,2023_10_22_09_43_33_244384,3759,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,170.0,0.9941520467836257,1.0,0.9970674486803519,1020.0,0.0,0.0,0.0,6.0,0,1020,0,6,0.5,2023_10_22_09_43_33_646217,0.401833 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37310840832,2023_10_22_09_43_33_987576,3763,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_34_412153,0.424577 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37284794368,2023_10_22_09_43_34_635185,3767,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,170.0,0.9941520467836257,1.0,0.9970674486803519,1020.0,0.0,0.0,0.0,6.0,0,1020,0,6,0.5,2023_10_22_09_43_35_053876,0.418691 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37319225344,2023_10_22_09_43_35_315213,3771,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,170.0,0.9941520467836257,1.0,0.9970674486803519,1020.0,0.0,0.0,0.0,6.0,0,1020,0,6,0.5,2023_10_22_09_43_35_933650,0.618437 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37229322240,2023_10_22_09_43_36_079465,3775,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_36_491542,0.412077 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37386653696,2023_10_22_09_43_36_891476,3779,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,170.0,0.9941520467836257,1.0,0.9970674486803519,1020.0,0.0,0.0,0.0,6.0,0,1020,0,6,0.5,2023_10_22_09_43_37_287974,0.396498 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37329338368,2023_10_22_09_43_37_562275,3783,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_22_09_43_37_968878,0.406603 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37289979904,2023_10_22_09_43_38_082343,3787,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,170.0,0.9941520467836257,1.0,0.9970674486803519,1020.0,0.0,0.0,0.0,6.0,0,1020,0,6,0.5,2023_10_22_09_43_38_500316,0.417973 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37222391808,2023_10_22_09_43_38_890744,3791,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,170.0,0.9941520467836257,1.0,0.9970674486803519,1020.0,0.0,0.0,0.0,6.0,0,1020,0,6,0.5,2023_10_22_09_43_39_289031,0.398287 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37354946560,2023_10_22_09_43_39_550074,3795,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,151.83333333333334,0.9934569247546347,1.0,0.9967177242888402,911.0,0.0,0.0,0.0,6.0,0,911,0,6,0.5,2023_10_22_09_43_39_988795,0.438721 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37276020736,2023_10_22_09_43_40_196581,3799,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,170.0,0.0,0.0,0.0,1020.0,0.005847953216374269,1.0,0.011627906976744186,6.0,6,0,1020,0,0.5,2023_10_22_09_43_40_568958,0.372377 total sec (00h 00m 00s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,37299232768,2023_10_22_09_43_40_964231,3803,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/7_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_none_-s_activate,chunk,None,None,None,None,None,None,None,None,20,3,39,151.83333333333334,0.9934569247546347,1.0,0.9967177242888402,911.0,0.0,0.0,0.0,6.0,0,911,0,6,0.5,2023_10_22_09_43_41_322673,0.358442 total sec (00h 00m 00s)
